% Data dagdebieten Vecht (representatief geacht voor Dalfsen)
% Door:	Chris Geerse
% Datum: 6 februari 2006
%
% Perioden:
% 01-01-1960 t/m 31-12-1983
% 01-10-1993 t/m 31-03-1994
% 01-10-1998 t/m 31-03-1999
% 01-10-2000 t/m 31-03-2001
%
% Herkomst data van 1-1-1960 t/m 31-12-1983 uit een Q-H relatie, zie [Chbab, 1995] voor informatie.
% [Chbab, 2005]: Frequentieanalyse Vechtafvoer te Vechterweerd. E.H. Chbab. 
% RIZA-Werkdocument 95.131x. RIZA Lelystad, september 1995.
%
% Van de drie daaropvolgende perioden is de herkomst onduidelijk.
% De kwaliteit van deze metingen is twijfelachtig:
% a. deze perioden bevatten geen erg lage afvoeren meer;
% b. het jaar 2000 bevat alleen afvoeren circa 125 m3/s (laat jaar 2000 bij voorkeur weg in analyses)
%
%jaar  	  maand 	  dag	afvoer
1979   	  01    	  21	43
1979   	  01    	  22	41
1979   	  01    	  23	40
1979   	  01    	  24	38
1979   	  01    	  25	35
1979   	  01    	  26	33
1979   	  01    	  27	28
1979   	  01    	  28	24
1979   	  01    	  29	23
1979   	  01    	  30	21
1979   	  01    	  31	25
1979   	  02    	  01	25
1979   	  02    	  02	36
1979   	  02    	  03	82
1979   	  02    	  04	92
1979   	  02    	  05	95
1979   	  02    	  06	85
1979   	  02    	  07	62
1979   	  02    	  08	50
1979   	  02    	  09	47
1979   	  02    	  10	52
1979   	  02    	  11	38
1979   	  02    	  12	34
1979   	  02    	  13	31
1979   	  02    	  14	39
1979   	  02    	  15	19
1979   	  02    	  16	44
1979   	  02    	  17	50
1979   	  02    	  18	53
1979   	  02    	  19	45
1979   	  02    	  20	43
1979   	  02    	  21	36
1979   	  02    	  22	35
1979   	  02    	  23	33
1979   	  02    	  24	34
1979   	  02    	  25	30
1979   	  02    	  26	28
1979   	  02    	  27	29
1979   	  02    	  28	30
1979   	  03    	  01	34
1979   	  03    	  02	46
1979   	  03    	  03	90
1979   	  03    	  04	166
1979   	  03    	  05	192
1979   	  03    	  06	204
1979   	  03    	  07	204
1979   	  03    	  08	192
1979   	  03    	  09	145
1979   	  03    	  10	119
1979   	  03    	  11	125
1979   	  03    	  12	129
1979   	  03    	  13	132
1979   	  03    	  14	109
1979   	  03    	  15	88
1979   	  03    	  16	91
1979   	  03    	  17	55
1979   	  03    	  18	52
1979   	  03    	  19	109
1979   	  03    	  20	81
1979   	  03    	  21	66
1979   	  03    	  22	61
1979   	  03    	  23	61
1979   	  03    	  24	55
1979   	  03    	  25	61
1979   	  03    	  26	57
1979   	  03    	  27	55
1979   	  03    	  28	66
1979   	  03    	  29	71
1979   	  03    	  30	69
1979   	  03    	  31	55
1979   	  04    	  01	55
1979   	  04    	  02	49
1979   	  04    	  03	48
1979   	  04    	  04	61
1979   	  04    	  05	67
1979   	  04    	  06	75
1979   	  04    	  07	55
1979   	  04    	  08	45
1979   	  04    	  09	40
1979   	  04    	  10	38
1979   	  04    	  11	37
1979   	  04    	  12	35
1979   	  04    	  13	29
1979   	  04    	  14	32
1979   	  04    	  15	26
1979   	  04    	  16	25
1979   	  04    	  17	32
1979   	  04    	  18	33
1979   	  04    	  19	27
1979   	  04    	  20	28
1979   	  04    	  21	30
1979   	  04    	  22	48
1979   	  04    	  23	49
1979   	  04    	  24	59
1979   	  04    	  25	89
1979   	  04    	  26	68
1979   	  04    	  27	67
1979   	  04    	  28	47
1979   	  04    	  29	45
1979   	  04    	  30	46
1979   	  05    	  01	69
1979   	  05    	  02	69
1979   	  05    	  03	139
1979   	  05    	  04	132
1979   	  05    	  05	98
1979   	  05    	  06	72
1979   	  05    	  07	73
1979   	  05    	  08	68
1979   	  05    	  09	52
1979   	  05    	  10	42
1979   	  05    	  11	38
1979   	  05    	  12	41
1979   	  05    	  13	41
1979   	  05    	  14	39
1979   	  05    	  15	35
1979   	  05    	  16	30
1979   	  05    	  17	22
1979   	  05    	  18	26
1979   	  05    	  19	26
1979   	  05    	  20	25
1979   	  05    	  21	23
1979   	  05    	  22	26
1979   	  05    	  23	25
1979   	  05    	  24	20
1979   	  05    	  25	24
1979   	  05    	  26	33
1979   	  05    	  27	38
1979   	  05    	  28	38
1979   	  05    	  29	36
1979   	  05    	  30	31
1979   	  05    	  31	33
1979   	  06    	  01	32
1979   	  06    	  02	28
1979   	  06    	  03	11
1979   	  06    	  04	21
1979   	  06    	  05	24
1979   	  06    	  06	57
1979   	  06    	  07	60
1979   	  06    	  08	37
1979   	  06    	  09	35
1979   	  06    	  10	32
1979   	  06    	  11	29
1979   	  06    	  12	26
1979   	  06    	  13	26
1979   	  06    	  14	29
1979   	  06    	  15	32
1979   	  06    	  16	34
1979   	  06    	  17	28
1979   	  06    	  18	24
1979   	  06    	  19	23
1979   	  06    	  20	18
1979   	  06    	  21	21
1979   	  06    	  22	20
1979   	  06    	  23	15
1979   	  06    	  24	20
1979   	  06    	  25	16
1979   	  06    	  26	20
1979   	  06    	  27	18
1979   	  06    	  28	19
1979   	  06    	  29	16
1979   	  06    	  30	10
1979   	  07    	  01	14
1979   	  07    	  02	17
1979   	  07    	  03	10
1979   	  07    	  04	15
1979   	  07    	  05	12
1979   	  07    	  06	15
1979   	  07    	  07	13
1979   	  07    	  08	15
1979   	  07    	  09	15
1979   	  07    	  10	14
1979   	  07    	  11	12
1979   	  07    	  12	6
1979   	  07    	  13	7
1979   	  07    	  14	5
1979   	  07    	  15	7
1979   	  07    	  16	7
1979   	  07    	  17	9
1979   	  07    	  18	9
1979   	  07    	  19	10
1979   	  07    	  20	16
1979   	  07    	  21	17
1979   	  07    	  22	9
1979   	  07    	  23	7
1979   	  07    	  24	12
1979   	  07    	  25	12
1979   	  07    	  26	10
1979   	  07    	  27	7
1979   	  07    	  28	8
1979   	  07    	  29	8
1979   	  07    	  30	9
1979   	  07    	  31	10
1979   	  08    	  01	0
1979   	  08    	  02	12
1979   	  08    	  03	12
1979   	  08    	  04	17
1979   	  08    	  05	9
1979   	  08    	  06	9
1979   	  08    	  07	12
1979   	  08    	  08	2
1979   	  08    	  09	12
1979   	  08    	  10	14
1979   	  08    	  11	12
1979   	  08    	  12	16
1979   	  08    	  13	18
1979   	  08    	  14	14
1979   	  08    	  15	12
1979   	  08    	  16	11
1979   	  08    	  17	12
1979   	  08    	  18	18
1979   	  08    	  19	19
1979   	  08    	  20	14
1979   	  08    	  21	19
1979   	  08    	  22	13
1979   	  08    	  23	12
1979   	  08    	  24	12
1979   	  08    	  25	8
1979   	  08    	  26	6
1979   	  08    	  27	12
1979   	  08    	  28	10
1979   	  08    	  29	9
1979   	  08    	  30	8
1979   	  08    	  31	15
1979   	  09    	  01	7
1979   	  09    	  02	6
1979   	  09    	  03	12
1979   	  09    	  04	12
1979   	  09    	  05	13
1979   	  09    	  06	14
1979   	  09    	  07	12
1979   	  09    	  08	8
1979   	  09    	  09	9
1979   	  09    	  10	8
1979   	  09    	  11	9
1979   	  09    	  12	21
1979   	  09    	  13	9
1979   	  09    	  14	7
1979   	  09    	  15	8
1979   	  09    	  16	6
1979   	  09    	  17	7
1979   	  09    	  18	8
1979   	  09    	  19	8
1979   	  09    	  20	9
1979   	  09    	  21	9
1979   	  09    	  22	6
1979   	  09    	  23	8
1979   	  09    	  24	9
1979   	  09    	  25	7
1979   	  09    	  26	10
1979   	  09    	  27	12
1979   	  09    	  28	8
1979   	  09    	  29	8
1979   	  09    	  30	8
1979   	  10    	  01	6
1979   	  10    	  02	5
1979   	  10    	  03	8
1979   	  10    	  04	10
1979   	  10    	  05	6
1979   	  10    	  06	10
1979   	  10    	  07	8
1979   	  10    	  08	6
1979   	  10    	  09	3
1979   	  10    	  10	12
1979   	  10    	  11	8
1979   	  10    	  12	7
1979   	  10    	  13	8
1979   	  10    	  14	10
1979   	  10    	  15	12
1979   	  10    	  16	17
1979   	  10    	  17	6
1979   	  10    	  18	14
1979   	  10    	  19	10
1979   	  10    	  20	19
1979   	  10    	  21	9
1979   	  10    	  22	8
1979   	  10    	  23	8
1979   	  10    	  24	2
1979   	  10    	  25	5
1979   	  10    	  26	4
1979   	  10    	  27	8
1979   	  10    	  28	8
1979   	  10    	  29	8
1979   	  10    	  30	9
1979   	  10    	  31	9
1979   	  11    	  01	10
1979   	  11    	  02	7
1979   	  11    	  03	13
1979   	  11    	  04	12
1979   	  11    	  05	12
1979   	  11    	  06	17
1979   	  11    	  07	29
1979   	  11    	  08	33
1979   	  11    	  09	33
1979   	  11    	  10	35
1979   	  11    	  11	34
1979   	  11    	  12	28
1979   	  11    	  13	27
1979   	  11    	  14	28
1979   	  11    	  15	28
1979   	  11    	  16	26
1979   	  11    	  17	26
1979   	  11    	  18	15
1979   	  11    	  19	23
1979   	  11    	  20	20
1979   	  11    	  21	19
1979   	  11    	  22	20
1979   	  11    	  23	19
1979   	  11    	  24	17
1979   	  11    	  25	10
1979   	  11    	  26	18
1979   	  11    	  27	18
1979   	  11    	  28	20
1979   	  11    	  29	15
1979   	  11    	  30	19
1979   	  12    	  01	22
1979   	  12    	  02	21
1979   	  12    	  03	21
1979   	  12    	  04	19
1979   	  12    	  05	21
1979   	  12    	  06	18
1979   	  12    	  07	16
1979   	  12    	  08	23
1979   	  12    	  09	37
1979   	  12    	  10	46
1979   	  12    	  11	66
1979   	  12    	  12	62
1979   	  12    	  13	53
1979   	  12    	  14	54
1979   	  12    	  15	70
1979   	  12    	  16	90
1979   	  12    	  17	112
1979   	  12    	  18	103
1979   	  12    	  19	126
1979   	  12    	  20	133
1979   	  12    	  21	93
1979   	  12    	  22	69
1979   	  12    	  23	56
1979   	  12    	  24	54
1979   	  12    	  25	51
1979   	  12    	  26	49
1979   	  12    	  27	50
1979   	  12    	  28	42
1979   	  12    	  29	55
1979   	  12    	  30	77
1979   	  12    	  31	88
1980   	  01    	  01	82
1980   	  01    	  02	75
1980   	  01    	  03	64
1980   	  01    	  04	57
1980   	  01    	  05	68
1980   	  01    	  06	89
1980   	  01    	  07	98
1980   	  01    	  08	97
1980   	  01    	  09	79
1980   	  01    	  10	61
1980   	  01    	  11	52
1980   	  01    	  12	46
1980   	  01    	  13	35
1980   	  01    	  14	34
1980   	  01    	  15	41
1980   	  01    	  16	34
1980   	  01    	  17	30
1980   	  01    	  18	29
1980   	  01    	  19	28
1980   	  01    	  20	31
1980   	  01    	  21	29
1980   	  01    	  22	28
1980   	  01    	  23	28
1980   	  01    	  24	30
1980   	  01    	  25	30
1980   	  01    	  26	31
1980   	  01    	  27	32
1980   	  01    	  28	32
1980   	  01    	  29	25
1980   	  01    	  30	32
1980   	  01    	  31	46
1980   	  02    	  01	92
1980   	  02    	  02	138
1980   	  02    	  03	130
1980   	  02    	  04	141
1980   	  02    	  05	153
1980   	  02    	  06	170
1980   	  02    	  07	169
1980   	  02    	  08	161
1980   	  02    	  09	139
1980   	  02    	  10	104
1980   	  02    	  11	81
1980   	  02    	  12	69
1980   	  02    	  13	68
1980   	  02    	  14	69
1980   	  02    	  15	63
1980   	  02    	  16	57
1980   	  02    	  17	57
1980   	  02    	  18	50
1980   	  02    	  19	50
1980   	  02    	  20	44
1980   	  02    	  21	41
1980   	  02    	  22	24
1980   	  02    	  23	34
1980   	  02    	  24	35
1980   	  02    	  25	34
1980   	  02    	  26	34
1980   	  02    	  27	35
1980   	  02    	  28	35
1980   	  02    	  29	34
1980   	  03    	  01	31
1980   	  03    	  02	30
1980   	  03    	  03	30
1980   	  03    	  04	31
1980   	  03    	  05	27
1980   	  03    	  06	29
1980   	  03    	  07	32
1980   	  03    	  08	32
1980   	  03    	  09	34
1980   	  03    	  10	29
1980   	  03    	  11	29
1980   	  03    	  12	24
1980   	  03    	  13	32
1980   	  03    	  14	57
1980   	  03    	  15	51
1980   	  03    	  16	42
1980   	  03    	  17	38
1980   	  03    	  18	32
1980   	  03    	  19	32
1980   	  03    	  20	28
1980   	  03    	  21	24
1980   	  03    	  22	23
1980   	  03    	  23	27
1980   	  03    	  24	27
1980   	  03    	  25	31
1980   	  03    	  26	24
1980   	  03    	  27	24
1980   	  03    	  28	24
1980   	  03    	  29	30
1980   	  03    	  30	44
1980   	  03    	  31	52
1980   	  04    	  01	47
1980   	  04    	  02	61
1980   	  04    	  03	131
1980   	  04    	  04	116
1980   	  04    	  05	93
1980   	  04    	  06	60
1980   	  04    	  07	47
1980   	  04    	  08	45
1980   	  04    	  09	41
1980   	  04    	  10	40
1980   	  04    	  11	36
1980   	  04    	  12	35
1980   	  04    	  13	32
1980   	  04    	  14	27
1980   	  04    	  15	30
1980   	  04    	  16	27
1980   	  04    	  17	25
1980   	  04    	  18	23
1980   	  04    	  19	24
1980   	  04    	  20	23
1980   	  04    	  21	23
1980   	  04    	  22	27
1980   	  04    	  23	24
1980   	  04    	  24	23
1980   	  04    	  25	23
1980   	  04    	  26	20
1980   	  04    	  27	23
1980   	  04    	  28	23
1980   	  04    	  29	23
1980   	  04    	  30	21
1980   	  05    	  01	21
1980   	  05    	  02	14
1980   	  05    	  03	14
1980   	  05    	  04	14
1980   	  05    	  05	14
1980   	  05    	  06	12
1980   	  05    	  07	10
1980   	  05    	  08	11
1980   	  05    	  09	10
1980   	  05    	  10	9
1980   	  05    	  11	13
1980   	  05    	  12	12
1980   	  05    	  13	9
1980   	  05    	  14	10
1980   	  05    	  15	11
1980   	  05    	  16	6
1980   	  05    	  17	5
1980   	  05    	  18	9
1980   	  05    	  19	9
1980   	  05    	  20	7
1980   	  05    	  21	7
1980   	  05    	  22	5
1980   	  05    	  23	8
1980   	  05    	  24	8
1980   	  05    	  25	9
1980   	  05    	  26	8
1980   	  05    	  27	7
1980   	  05    	  28	12
1980   	  05    	  29	9
1980   	  05    	  30	9
1980   	  05    	  31	8
1980   	  06    	  01	14
1980   	  06    	  02	12
1980   	  06    	  03	12
1980   	  06    	  04	9
1980   	  06    	  05	7
1980   	  06    	  06	6
1980   	  06    	  07	9
1980   	  06    	  08	12
1980   	  06    	  09	10
1980   	  06    	  10	9
1980   	  06    	  11	9
1980   	  06    	  12	12
1980   	  06    	  13	12
1980   	  06    	  14	8
1980   	  06    	  15	8
1980   	  06    	  16	9
1980   	  06    	  17	10
1980   	  06    	  18	9
1980   	  06    	  19	9
1980   	  06    	  20	9
1980   	  06    	  21	9
1980   	  06    	  22	9
1980   	  06    	  23	9
1980   	  06    	  24	9
1980   	  06    	  25	9
1980   	  06    	  26	9
1980   	  06    	  27	9
1980   	  06    	  28	9
1980   	  06    	  29	9
1980   	  06    	  30	8
1980   	  07    	  01	8
1980   	  07    	  02	23
1980   	  07    	  03	27
1980   	  07    	  04	25
1980   	  07    	  05	22
1980   	  07    	  06	21
1980   	  07    	  07	21
1980   	  07    	  08	25
1980   	  07    	  09	25
1980   	  07    	  10	32
1980   	  07    	  11	46
1980   	  07    	  12	58
1980   	  07    	  13	61
1980   	  07    	  14	60
1980   	  07    	  15	71
1980   	  07    	  16	75
1980   	  07    	  17	54
1980   	  07    	  18	41
1980   	  07    	  19	34
1980   	  07    	  20	38
1980   	  07    	  21	61
1980   	  07    	  22	133
1980   	  07    	  23	124
1980   	  07    	  24	97
1980   	  07    	  25	54
1980   	  07    	  26	37
1980   	  07    	  27	34
1980   	  07    	  28	32
1980   	  07    	  29	25
1980   	  07    	  30	22
1980   	  07    	  31	25
1980   	  08    	  01	23
1980   	  08    	  02	17
1980   	  08    	  03	13
1980   	  08    	  04	17
1980   	  08    	  05	25
1980   	  08    	  06	23
1980   	  08    	  07	17
1980   	  08    	  08	15
1980   	  08    	  09	25
1980   	  08    	  10	23
1980   	  08    	  11	17
1980   	  08    	  12	16
1980   	  08    	  13	23
1980   	  08    	  14	29
1980   	  08    	  15	25
1980   	  08    	  16	17
1980   	  08    	  17	17
1980   	  08    	  18	17
1980   	  08    	  19	21
1980   	  08    	  20	16
1980   	  08    	  21	24
1980   	  08    	  22	17
1980   	  08    	  23	21
1980   	  08    	  24	17
1980   	  08    	  25	12
1980   	  08    	  26	12
1980   	  08    	  27	12
1980   	  08    	  28	12
1980   	  08    	  29	12
1980   	  08    	  30	0
1980   	  08    	  31	10
1980   	  09    	  01	22
1980   	  09    	  02	13
1980   	  09    	  03	12
1980   	  09    	  04	12
1980   	  09    	  05	12
1980   	  09    	  06	14
1980   	  09    	  07	9
1980   	  09    	  08	10
1980   	  09    	  09	11
1980   	  09    	  10	12
1980   	  09    	  11	15
1980   	  09    	  12	15
1980   	  09    	  13	21
1980   	  09    	  14	6
1980   	  09    	  15	14
1980   	  09    	  16	12
1980   	  09    	  17	14
1980   	  09    	  18	14
1980   	  09    	  19	13
1980   	  09    	  20	13
1980   	  09    	  21	12
1980   	  09    	  22	12
1980   	  09    	  23	12
1980   	  09    	  24	12
1980   	  09    	  25	12
1980   	  09    	  26	13
1980   	  09    	  27	12
1980   	  09    	  28	9
1980   	  09    	  29	9
1980   	  09    	  30	10
1980   	  10    	  01	9
1980   	  10    	  02	12
1980   	  10    	  03	9
1980   	  10    	  04	9
1980   	  10    	  05	12
1980   	  10    	  06	12
1980   	  10    	  07	12
1980   	  10    	  08	24
1980   	  10    	  09	23
1980   	  10    	  10	21
1980   	  10    	  11	17
1980   	  10    	  12	17
1980   	  10    	  13	16
1980   	  10    	  14	15
1980   	  10    	  15	14
1980   	  10    	  16	15
1980   	  10    	  17	15
1980   	  10    	  18	17
1980   	  10    	  19	17
1980   	  10    	  20	17
1980   	  10    	  21	19
1980   	  10    	  22	19
1980   	  10    	  23	17
1980   	  10    	  24	23
1980   	  10    	  25	23
1980   	  10    	  26	17
1980   	  10    	  27	20
1980   	  10    	  28	24
1980   	  10    	  29	25
1980   	  10    	  30	31
1980   	  10    	  31	31
1980   	  11    	  01	25
1980   	  11    	  02	14
1980   	  11    	  03	21
1980   	  11    	  04	19
1980   	  11    	  05	15
1980   	  11    	  06	16
1980   	  11    	  07	14
1980   	  11    	  08	16
1980   	  11    	  09	13
1980   	  11    	  10	16
1980   	  11    	  11	14
1980   	  11    	  12	13
1980   	  11    	  13	24
1980   	  11    	  14	29
1980   	  11    	  15	31
1980   	  11    	  16	53
1980   	  11    	  17	73
1980   	  11    	  18	75
1980   	  11    	  19	64
1980   	  11    	  20	70
1980   	  11    	  21	78
1980   	  11    	  22	67
1980   	  11    	  23	54
1980   	  11    	  24	74
1980   	  11    	  25	79
1980   	  11    	  26	61
1980   	  11    	  27	51
1980   	  11    	  28	49
1980   	  11    	  29	57
1980   	  11    	  30	57
1980   	  12    	  01	49
1980   	  12    	  02	46
1980   	  12    	  03	41
1980   	  12    	  04	41
1980   	  12    	  05	38
1980   	  12    	  06	39
1980   	  12    	  07	41
1980   	  12    	  08	49
1980   	  12    	  09	42
1980   	  12    	  10	38
1980   	  12    	  11	35
1980   	  12    	  12	58
1980   	  12    	  13	56
1980   	  12    	  14	56
1980   	  12    	  15	58
1980   	  12    	  16	67
1980   	  12    	  17	78
1980   	  12    	  18	69
1980   	  12    	  19	87
1980   	  12    	  20	82
1980   	  12    	  21	68
1980   	  12    	  22	64
1980   	  12    	  23	60
1980   	  12    	  24	64
1980   	  12    	  25	68
1980   	  12    	  26	71
1980   	  12    	  27	72
1980   	  12    	  28	65
1980   	  12    	  29	59
1980   	  12    	  30	56
1980   	  12    	  31	53
1981   	  01    	  01	63
1981   	  01    	  02	69
1981   	  01    	  03	139
1981   	  01    	  04	157
1981   	  01    	  05	82
1981   	  01    	  06	153
1981   	  01    	  07	134
1981   	  01    	  08	91
1981   	  01    	  09	74
1981   	  01    	  10	24
1981   	  01    	  11	93
1981   	  01    	  12	110
1981   	  01    	  13	90
1981   	  01    	  14	79
1981   	  01    	  15	116
1981   	  01    	  16	166
1981   	  01    	  17	169
1981   	  01    	  18	159
1981   	  01    	  19	153
1981   	  01    	  20	146
1981   	  01    	  21	140
1981   	  01    	  22	105
1981   	  01    	  23	82
1981   	  01    	  24	84
1981   	  01    	  25	81
1981   	  01    	  26	79
1981   	  01    	  27	75
1981   	  01    	  28	61
1981   	  01    	  29	58
1981   	  01    	  30	53
1981   	  01    	  31	46
1981   	  02    	  01	44
1981   	  02    	  02	44
1981   	  02    	  03	50
1981   	  02    	  04	81
1981   	  02    	  05	87
1981   	  02    	  06	81
1981   	  02    	  07	84
1981   	  02    	  08	82
1981   	  02    	  09	84
1981   	  02    	  10	69
1981   	  02    	  11	82
1981   	  02    	  12	90
1981   	  02    	  13	82
1981   	  02    	  14	75
1981   	  02    	  15	57
1981   	  02    	  16	57
1981   	  02    	  17	46
1981   	  02    	  18	43
1981   	  02    	  19	44
1981   	  02    	  20	44
1981   	  02    	  21	41
1981   	  02    	  22	39
1981   	  02    	  23	34
1981   	  02    	  24	35
1981   	  02    	  25	32
1981   	  02    	  26	32
1981   	  02    	  27	32
1981   	  02    	  28	37
1981   	  03    	  01	34
1981   	  03    	  02	45
1981   	  03    	  03	54
1981   	  03    	  04	35
1981   	  03    	  05	57
1981   	  03    	  06	47
1981   	  03    	  07	46
1981   	  03    	  08	47
1981   	  03    	  09	58
1981   	  03    	  10	101
1981   	  03    	  11	157
1981   	  03    	  12	215
1981   	  03    	  13	280
1981   	  03    	  14	302
1981   	  03    	  15	311
1981   	  03    	  16	307
1981   	  03    	  17	266
1981   	  03    	  18	236
1981   	  03    	  19	204
1981   	  03    	  20	145
1981   	  03    	  21	108
1981   	  03    	  22	88
1981   	  03    	  23	71
1981   	  03    	  24	68
1981   	  03    	  25	78
1981   	  03    	  26	86
1981   	  03    	  27	119
1981   	  03    	  28	105
1981   	  03    	  29	89
1981   	  03    	  30	71
1981   	  03    	  31	58
1981   	  04    	  01	51
1981   	  04    	  02	47
1981   	  04    	  03	49
1981   	  04    	  04	46
1981   	  04    	  05	45
1981   	  04    	  06	44
1981   	  04    	  07	39
1981   	  04    	  08	39
1981   	  04    	  09	41
1981   	  04    	  10	35
1981   	  04    	  11	32
1981   	  04    	  12	36
1981   	  04    	  13	29
1981   	  04    	  14	32
1981   	  04    	  15	24
1981   	  04    	  16	17
1981   	  04    	  17	24
1981   	  04    	  18	24
1981   	  04    	  19	24
1981   	  04    	  20	24
1981   	  04    	  21	24
1981   	  04    	  22	24
1981   	  04    	  23	23
1981   	  04    	  24	24
1981   	  04    	  25	23
1981   	  04    	  26	21
1981   	  04    	  27	16
1981   	  04    	  28	15
1981   	  04    	  29	16
1981   	  04    	  30	17
1981   	  05    	  01	17
1981   	  05    	  02	11
1981   	  05    	  03	19
1981   	  05    	  04	19
1981   	  05    	  05	69
1981   	  05    	  06	17
1981   	  05    	  07	14
1981   	  05    	  08	17
1981   	  05    	  09	6
1981   	  05    	  10	12
1981   	  05    	  11	16
1981   	  05    	  12	12
1981   	  05    	  13	6
1981   	  05    	  14	12
1981   	  05    	  15	17
1981   	  05    	  16	12
1981   	  05    	  17	14
1981   	  05    	  18	15
1981   	  05    	  19	15
1981   	  05    	  20	12
1981   	  05    	  21	9
1981   	  05    	  22	9
1981   	  05    	  23	5
1981   	  05    	  24	14
1981   	  05    	  25	13
1981   	  05    	  26	14
1981   	  05    	  27	9
1981   	  05    	  28	9
1981   	  05    	  29	12
1981   	  05    	  30	12
1981   	  05    	  31	10
1981   	  06    	  01	12
1981   	  06    	  02	12
1981   	  06    	  03	13
1981   	  06    	  04	0
1981   	  06    	  05	10
1981   	  06    	  06	10
1981   	  06    	  07	12
1981   	  06    	  08	10
1981   	  06    	  09	10
1981   	  06    	  10	12
1981   	  06    	  11	12
1981   	  06    	  12	14
1981   	  06    	  13	5
1981   	  06    	  14	12
1981   	  06    	  15	6
1981   	  06    	  16	10
1981   	  06    	  17	8
1981   	  06    	  18	10
1981   	  06    	  19	6
1981   	  06    	  20	12
1981   	  06    	  21	6
1981   	  06    	  22	6
1981   	  06    	  23	6
1981   	  06    	  24	6
1981   	  06    	  25	5
1981   	  06    	  26	6
1981   	  06    	  27	7
1981   	  06    	  28	6
1981   	  06    	  29	9
1981   	  06    	  30	69
1981   	  07    	  01	119
1981   	  07    	  02	104
1981   	  07    	  03	101
1981   	  07    	  04	58
1981   	  07    	  05	50
1981   	  07    	  06	36
1981   	  07    	  07	24
1981   	  07    	  08	16
1981   	  07    	  09	23
1981   	  07    	  10	17
1981   	  07    	  11	13
1981   	  07    	  12	36
1981   	  07    	  13	29
1981   	  07    	  14	24
1981   	  07    	  15	24
1981   	  07    	  16	22
1981   	  07    	  17	23
1981   	  07    	  18	32
1981   	  07    	  19	24
1981   	  07    	  20	21
1981   	  07    	  21	17
1981   	  07    	  22	14
1981   	  07    	  23	23
1981   	  07    	  24	17
1981   	  07    	  25	20
1981   	  07    	  26	17
1981   	  07    	  27	19
1981   	  07    	  28	21
1981   	  07    	  29	15
1981   	  07    	  30	13
1981   	  07    	  31	13
1981   	  08    	  01	9
1981   	  08    	  02	9
1981   	  08    	  03	7
1981   	  08    	  04	7
1981   	  08    	  05	7
1981   	  08    	  06	6
1981   	  08    	  07	7
1981   	  08    	  08	6
1981   	  08    	  09	20
1981   	  08    	  10	10
1981   	  08    	  11	9
1981   	  08    	  12	10
1981   	  08    	  13	10
1981   	  08    	  14	8
1981   	  08    	  15	6
1981   	  08    	  16	13
1981   	  08    	  17	9
1981   	  08    	  18	6
1981   	  08    	  19	7
1981   	  08    	  20	12
1981   	  08    	  21	13
1981   	  08    	  22	19
1981   	  08    	  23	9
1981   	  08    	  24	10
1981   	  08    	  25	12
1981   	  08    	  26	10
1981   	  08    	  27	6
1981   	  08    	  28	6
1981   	  08    	  29	5
1981   	  08    	  30	5
1981   	  08    	  31	6
1981   	  09    	  01	6
1981   	  09    	  02	6
1981   	  09    	  03	6
1981   	  09    	  04	7
1981   	  09    	  05	6
1981   	  09    	  06	6
1981   	  09    	  07	6
1981   	  09    	  08	5
1981   	  09    	  09	6
1981   	  09    	  10	6
1981   	  09    	  11	6
1981   	  09    	  12	5
1981   	  09    	  13	6
1981   	  09    	  14	7
1981   	  09    	  15	0
1981   	  09    	  16	6
1981   	  09    	  17	6
1981   	  09    	  18	6
1981   	  09    	  19	9
1981   	  09    	  20	10
1981   	  09    	  21	9
1981   	  09    	  22	8
1981   	  09    	  23	12
1981   	  09    	  24	4
1981   	  09    	  25	9
1981   	  09    	  26	7
1981   	  09    	  27	8
1981   	  09    	  28	6
1981   	  09    	  29	9
1981   	  09    	  30	7
1981   	  10    	  01	6
1981   	  10    	  02	6
1981   	  10    	  03	7
1981   	  10    	  04	9
1981   	  10    	  05	8
1981   	  10    	  06	19
1981   	  10    	  07	12
1981   	  10    	  08	7
1981   	  10    	  09	12
1981   	  10    	  10	3
1981   	  10    	  11	12
1981   	  10    	  12	13
1981   	  10    	  13	17
1981   	  10    	  14	22
1981   	  10    	  15	24
1981   	  10    	  16	21
1981   	  10    	  17	15
1981   	  10    	  18	20
1981   	  10    	  19	24
1981   	  10    	  20	27
1981   	  10    	  21	47
1981   	  10    	  22	46
1981   	  10    	  23	38
1981   	  10    	  24	31
1981   	  10    	  25	30
1981   	  10    	  26	27
1981   	  10    	  27	30
1981   	  10    	  28	25
1981   	  10    	  29	25
1981   	  10    	  30	28
1981   	  10    	  31	44
1981   	  11    	  01	44
1981   	  11    	  02	43
1981   	  11    	  03	38
1981   	  11    	  04	36
1981   	  11    	  05	36
1981   	  11    	  06	32
1981   	  11    	  07	31
1981   	  11    	  08	28
1981   	  11    	  09	24
1981   	  11    	  10	23
1981   	  11    	  11	25
1981   	  11    	  12	27
1981   	  11    	  13	32
1981   	  11    	  14	28
1981   	  11    	  15	41
1981   	  11    	  16	41
1981   	  11    	  17	32
1981   	  11    	  18	32
1981   	  11    	  19	32
1981   	  11    	  20	43
1981   	  11    	  21	54
1981   	  11    	  22	49
1981   	  11    	  23	44
1981   	  11    	  24	44
1981   	  11    	  25	47
1981   	  11    	  26	56
1981   	  11    	  27	95
